name,time,Temp
t2,1581628450000000000,12.8
t2,1581634540000000000,11.7
t2,1581652492000000000,12.9
t2,1581659467000000000,11.7
t2,1581670025000000000,12.9
t2,1581694095000000000,12.8
t2,1581713868000000000,11.9
t2,1581724978000000000,11.6
t2,1581731757000000000,11.5
t2,1581738413000000000,12.6
t2,1581739914000000000,11.6
t2,1581744578000000000,11.5
t2,1581750958000000000,11.6
t2,1581757863000000000,11.5
t2,1581760268000000000,12.6
t2,1581761186000000000,11.6
t2,1581766102000000000,11.3
t2,1581786209000000000,10.9
t2,1581801935000000000,10.9
t2,1581808738000000000,10.9
t2,1581815812000000000,11.9
t2,1581818206000000000,10.8
t2,1581831656000000000,10.5
t2,1581839998000000000,10.7
t2,1581850445000000000,11.9
t2,1581851428000000000,10.8
t2,1581856173000000000,10.7
t2,1581869260000000000,10.4
