name,time,Temp
t2,1581619957000000000,6.3
t2,1581625392000000000,5.6
t2,1581654632000000000,0.2
t2,1581669415000000000,0.2
t2,1581677281000000000,0.4
t2,1581692717000000000,0.4
t2,1581701072000000000,-2.4
t2,1581709985000000000,-4
t2,1581725607000000000,-3.4
t2,1581726426000000000,-2.2
t2,1581728284000000000,-1.2
t2,1581730206000000000,0.7
t2,1581731429000000000,1.9
t2,1581732633000000000,0.9
t2,1581733199000000000,1.9
t2,1581735203000000000,1.9
t2,1581735513000000000,2.9
t2,1581736592000000000,4.1
t2,1581736806000000000,5.1
t2,1581737123000000000,2.8
t2,1581737490000000000,3.8
t2,1581738093000000000,2.8
t2,1581738182000000000,3.8
t2,1581738892000000000,2.7
t2,1581739456000000000,3.7
t2,1581739960000000000,3.7
t2,1581740334000000000,2.5
t2,1581740696000000000,3.8
t2,1581741998000000000,4.8
t2,1581743337000000000,6.1
t2,1581744354000000000,4.1
t2,1581745946000000000,6.1
t2,1581747429000000000,5
t2,1581749292000000000,3.9
t2,1581750921000000000,4.1
t2,1581752727000000000,1.9
t2,1581753764000000000,0.2
t2,1581756415000000000,-1.2
t2,1581759462000000000,-2.2
t2,1581765016000000000,-2.9
t2,1581773747000000000,-4.3
t2,1581780938000000000,-3.4
t2,1581795433000000000,-3.9
t2,1581809080000000000,-2.2
t2,1581811326000000000,0.2
t2,1581820067000000000,5.2
t2,1581820231000000000,6.3
t2,1581820628000000000,5.2
t2,1581821149000000000,6.5
t2,1581821259000000000,5.5
t2,1581822155000000000,4.5
t2,1581822600000000000,5.5
t2,1581824030000000000,6.5
t2,1581825797000000000,5.5
t2,1581827214000000000,6.6
t2,1581828806000000000,6.6
t2,1581831816000000000,7.7
t2,1581833489000000000,6.6
t2,1581839139000000000,4.3
t2,1581839508000000000,3.3
t2,1581840258000000000,2.3
t2,1581844676000000000,1.3
t2,1581853016000000000,0.4
t2,1581859576000000000,-1.4
