name,time,Temp
t2,1577649043000000000,14.3
t2,1577667090000000000,14.4
t2,1577791793000000000,12.3
t2,1577816312000000000,13.4
t2,1577840542000000000,12.6
t2,1577893114000000000,12
t2,1578005877000000000,12
t2,1578671033000000000,12.6
t2,1578683676000000000,11.3
t2,1578697572000000000,11.5
t2,1578817393000000000,11.2
t2,1578861656000000000,11.1
t2,1578868902000000000,10.9
t2,1578995714000000000,10.9
t2,1579001844000000000,11.2
t2,1579008524000000000,11.9
t2,1579015802000000000,11.1
t2,1579017549000000000,12.1
t2,1579030139000000000,11.3
t2,1579041125000000000,11.2
t2,1579055058000000000,10.9
t2,1579069277000000000,11.3
t2,1579076537000000000,10.7
t2,1579083721000000000,10.7
t2,1579091205000000000,10.4
t2,1579114636000000000,10.5
t2,1579119336000000000,11.7
t2,1579125244000000000,10.7
t2,1579131700000000000,10.7
t2,1579156744000000000,10.7
t2,1579158495000000000,11.7
t2,1579164049000000000,10.7
t2,1579170483000000000,10.4
t2,1579177447000000000,10.4
t2,1579178377000000000,11.7
t2,1579179001000000000,10.7
t2,1579183692000000000,10.7
t2,1579190093000000000,10.7
t2,1579197195000000000,10.9
t2,1579211561000000000,10.5
t2,1579223196000000000,11.5
t2,1579234291000000000,10.8
t2,1579244806000000000,10.7
t2,1579249411000000000,10.7
t2,1579255808000000000,10.8
t2,1579262803000000000,10.8
t2,1579273965000000000,10.5
t2,1579289516000000000,11.9
t2,1579290856000000000,10.7
t2,1579295398000000000,10.8
t2,1579307606000000000,10.7
t2,1579318481000000000,10.7
t2,1579321435000000000,11.7
t2,1579323193000000000,10.7
t2,1579327781000000000,10.7
t2,1579338094000000000,11.9
t2,1579339338000000000,10.8
t2,1579343984000000000,10.9
t2,1579357304000000000,10.8
t2,1579358786000000000,12
t2,1579364131000000000,10.9
t2,1579379395000000000,10.8
t2,1579383992000000000,10.8
t2,1579390417000000000,10.7
t2,1579407777000000000,10.7
t2,1579422079000000000,11.2
t2,1579429320000000000,10.9
t2,1579436517000000000,11.1
t2,1579443941000000000,11.2
t2,1579458969000000000,10.9
t2,1579466358000000000,11.1
t2,1579482382000000000,10.9
t2,1579489472000000000,10.9
t2,1579492081000000000,12.2
t2,1579497629000000000,11.1
t2,1579504011000000000,11.1
t2,1579512494000000000,11.3
t2,1579518782000000000,11.2
t2,1579525532000000000,10.9
t2,1579527482000000000,12
t2,1579529315000000000,10.9
t2,1579533941000000000,11.2
t2,1579540216000000000,10.9
t2,1579543849000000000,12.1
t2,1579549777000000000,11.2
t2,1579556186000000000,10.9
t2,1579556905000000000,12
t2,1579558892000000000,10.9
t2,1579575852000000000,10.9
t2,1579580351000000000,11.1
t2,1579586676000000000,11.1
t2,1579593526000000000,11.2
t2,1579634947000000000,10.9
t2,1579641813000000000,11.1
t2,1579644372000000000,12.1
t2,1579645774000000000,11.1
t2,1579656815000000000,10.9
t2,1579662621000000000,12.2
t2,1579668437000000000,11.1
t2,1579684613000000000,11.1
t2,1579690850000000000,10.9
t2,1579699850000000000,12.1
t2,1579701702000000000,11.1
t2,1579717406000000000,11.3
