name,time,Press
quark,1581539894000000000,3677.72
quark,1581540407000000000,3753.55
quark,1581540495000000000,3674.05
quark,1581540582000000000,3752.33
quark,1581540627000000000,3665.49
quark,1581540715000000000,3733.98
quark,1581541271000000000,3681.39
quark,1581541358000000000,3756
quark,1581541531000000000,3700.96
quark,1581542216000000000,3764.56
quark,1581542303000000000,3682.61
quark,1581542348000000000,3756
quark,1581542393000000000,3697.29
quark,1581542437000000000,3756
quark,1581542482000000000,3681.39
quark,1581542612000000000,3741.32
quark,1581542913000000000,3681.39
quark,1581542958000000000,3738.87
quark,1581543258000000000,3659.37
quark,1581543346000000000,3742.54
quark,1581543391000000000,3659.37
quark,1581543435000000000,3724.2
quark,1581543608000000000,3669.16
quark,1581543696000000000,3742.54
quark,1581543783000000000,3671.6
quark,1581543913000000000,3749.88
quark,1581543958000000000,3686.28
quark,1581544092000000000,3790.24
quark,1581544137000000000,3670.38
quark,1581544225000000000,3744.99
quark,1581544312000000000,3692.4
quark,1581544570000000000,3759.66
quark,1581544657000000000,3671.6
quark,1581545001000000000,3722.97
quark,1581545259000000000,3652.04
quark,1581545304000000000,3703.4
quark,1581545434000000000,3756
quark,1581545478000000000,3704.63
quark,1581546205000000000,3760.89
quark,1581546250000000000,3686.28
quark,1581546295000000000,3738.87
quark,1581546340000000000,3670.38
quark,1581546427000000000,3730.31
quark,1581547026000000000,3675.27
quark,1581547114000000000,3730.31
quark,1581547201000000000,3659.37
quark,1581547246000000000,3763.33
quark,1581547291000000000,3616.57
quark,1581547378000000000,3693.62
quark,1581547636000000000,3749.88
quark,1581548107000000000,3681.39
quark,1581548282000000000,3710.74
quark,1581548626000000000,3763.33
quark,1581548756000000000,3675.27
quark,1581549014000000000,3727.87
quark,1581549357000000000,3801.25
quark,1581549402000000000,3697.29
quark,1581549532000000000,3793.91
quark,1581549619000000000,3658.15
quark,1581549664000000000,3802.47
quark,1581549709000000000,3722.97
quark,1581549882000000000,3776.79
quark,1581549969000000000,3715.63
quark,1581550185000000000,3665.49
quark,1581550400000000000,3744.99
quark,1581550487000000000,3675.27
quark,1581550532000000000,3752.33
quark,1581550790000000000,3671.6
quark,1581550835000000000,3757.22
quark,1581550880000000000,3675.27
quark,1581550925000000000,3775.56
quark,1581550969000000000,3700.96
quark,1581551057000000000,3790.24
quark,1581551102000000000,3733.98
quark,1581551189000000000,3658.15
quark,1581551276000000000,3812.26
quark,1581551321000000000,3641.03
quark,1581551366000000000,3826.93
quark,1581551453000000000,3756
quark,1581551498000000000,3670.38
quark,1581551543000000000,3806.14
quark,1581551588000000000,3722.97
quark,1581551718000000000,3648.37
quark,1581551763000000000,3699.73
quark,1581551935000000000,3771.9
quark,1581551980000000000,3663.04
quark,1581552025000000000,3720.53
quark,1581552070000000000,3652.04
quark,1581552328000000000,3748.66
quark,1581552372000000000,3692.4
quark,1581552588000000000,3867.29
quark,1581552633000000000,3779.23
quark,1581552765000000000,3896.65
quark,1581552810000000000,3737.65
quark,1581552854000000000,3650.81
quark,1581552899000000000,3733.98
quark,1581552944000000000,3628.8
quark,1581552989000000000,3756
quark,1581553078000000000,3784.13
quark,1581553123000000000,3708.3
quark,1581553211000000000,3760.89
quark,1581553255000000000,3658.15
quark,1581553300000000000,3760.89
quark,1581553345000000000,3647.14
quark,1581553390000000000,3786.57
quark,1581553435000000000,3688.73
quark,1581553522000000000,3749.88
quark,1581553609000000000,3808.59
quark,1581553654000000000,3655.7
quark,1581553699000000000,3771.9
quark,1581553786000000000,3605.56
quark,1581553831000000000,3661.82
quark,1581554089000000000,3760.89
quark,1581554304000000000,3681.39
quark,1581554349000000000,3782.9
quark,1581554394000000000,3663.04
quark,1581554524000000000,3752.33
quark,1581554569000000000,3677.72
quark,1581554699000000000,3733.98
quark,1581554829000000000,3654.48
quark,1581554874000000000,3500.38
quark,1581554919000000000,3614.12
quark,1581554963000000000,3731.53
quark,1581555051000000000,3659.37
quark,1581555138000000000,3659.37
quark,1581555226000000000,3726.64
quark,1581555356000000000,3894.2
quark,1581555401000000000,3630.02
quark,1581555531000000000,3773.12
quark,1581555746000000000,3644.7
quark,1581555791000000000,3779.23
quark,1581555836000000000,3659.37
quark,1581555880000000000,3760.89
quark,1581555925000000000,3697.29
quark,1581556183000000000,3798.8
quark,1581556228000000000,3707.07
quark,1581556273000000000,3773.12
quark,1581556318000000000,3681.39
quark,1581556362000000000,3779.23
quark,1581556407000000000,3726.64
quark,1581556495000000000,3643.47
quark,1581556625000000000,3742.54
quark,1581556797000000000,3686.28
quark,1581556842000000000,3746.21
quark,1581556887000000000,3689.95
quark,1581556974000000000,3748.66
quark,1581557062000000000,3688.73
quark,1581557192000000000,3748.66
quark,1581557279000000000,3661.82
quark,1581557324000000000,3715.63
quark,1581557369000000000,3802.47
quark,1581557414000000000,3856.29
quark,1581557458000000000,3674.05
quark,1581557503000000000,3753.55
quark,1581557548000000000,3830.6
quark,1581557593000000000,3567.65
quark,1581557680000000000,3731.53
quark,1581557768000000000,3670.38
quark,1581557855000000000,3735.2
quark,1581557900000000000,3670.38
quark,1581557987000000000,3767
quark,1581558203000000000,3639.81
quark,1581558248000000000,3782.9
quark,1581558378000000000,3488.15
quark,1581558422000000000,3779.23
quark,1581558510000000000,3621.46
quark,1581558555000000000,3780.46
quark,1581558599000000000,3639.81
quark,1581558644000000000,3704.63
quark,1581558689000000000,3769.45
quark,1581558819000000000,3830.6
quark,1581558864000000000,3730.31
quark,1581558909000000000,3614.12
quark,1581558953000000000,3771.9
quark,1581558998000000000,3633.69
quark,1581559043000000000,3760.89
quark,1581559088000000000,3757.22
quark,1581559218000000000,3661.82
quark,1581559263000000000,3802.47
quark,1581559350000000000,3674.05
quark,1581559395000000000,3768.23
quark,1581559440000000000,3622.68
quark,1581559484000000000,3797.58
quark,1581559572000000000,3741.32
quark,1581559659000000000,3652.04
quark,1581559704000000000,3720.53
quark,1581559834000000000,3786.57
quark,1581559879000000000,3688.73
quark,1581560009000000000,3621.46
quark,1581560054000000000,3707.07
quark,1581560099000000000,3760.89
quark,1581560143000000000,3699.73
quark,1581560444000000000,3616.57
quark,1581560489000000000,3733.98
quark,1581560576000000000,3798.8
quark,1581560621000000000,3699.73
quark,1581560666000000000,1844.36
quark,1581560798000000000,3538.29
quark,1581560843000000000,3727.87
quark,1581560888000000000,3671.6
quark,1581560932000000000,3749.88
quark,1581560977000000000,3669.16
quark,1581561065000000000,3764.56
quark,1581561152000000000,3711.97
quark,1581561197000000000,3650.81
quark,1581561412000000000,3749.88
quark,1581561457000000000,3633.69
quark,1581561502000000000,3573.76
quark,1581561547000000000,3700.96
quark,1581561591000000000,3763.33
quark,1581561892000000000,3682.61
quark,1581561937000000000,3776.79
quark,1581561982000000000,3665.49
quark,1581562069000000000,3599.44
quark,1581562114000000000,3685.06
quark,1581562244000000000,3752.33
quark,1581562289000000000,3659.37
quark,1581562334000000000,3885.64
quark,1581562378000000000,3647.14
quark,1581562423000000000,3748.66
quark,1581562468000000000,3626.35
quark,1581562555000000000,3776.79
quark,1581562600000000000,3689.95
quark,1581562645000000000,3801.25
quark,1581562690000000000,3572.54
quark,1581562735000000000,3652.04
quark,1581562779000000000,3738.87
quark,1581562824000000000,3647.14
quark,1581562869000000000,3722.97
quark,1581562956000000000,3670.38
quark,1581563001000000000,3612.9
quark,1581563046000000000,3681.39
quark,1581563091000000000,3737.65
quark,1581563178000000000,3682.61
quark,1581563223000000000,3496.71
quark,1581563268000000000,3674.05
quark,1581563313000000000,3787.79
quark,1581563357000000000,3722.97
quark,1581563615000000000,3670.38
quark,1581563876000000000,3714.41
quark,1581564134000000000,3659.37
quark,1581564221000000000,3753.55
quark,1581564309000000000,3703.4
quark,1581564439000000000,3612.9
quark,1581564526000000000,3730.31
quark,1581564741000000000,3669.16
quark,1581564786000000000,3769.45
quark,1581564874000000000,3628.8
quark,1581564918000000000,3719.3
quark,1581564963000000000,3622.68
quark,1581565093000000000,3710.74
quark,1581565138000000000,3790.24
quark,1581565228000000000,3614.12
quark,1581565273000000000,3686.28
quark,1581565786000000000,3632.47
quark,1581565874000000000,3764.56
quark,1581565919000000000,3700.96
quark,1581566177000000000,3643.47
quark,1581566307000000000,3715.63
quark,1581566352000000000,3661.82
quark,1581566396000000000,3599.44
quark,1581566441000000000,3793.91
quark,1581566486000000000,3697.29
quark,1581566659000000000,3583.54
quark,1581566704000000000,3655.7
quark,1581566748000000000,3731.53
quark,1581566793000000000,3592.11
quark,1581566838000000000,3714.41
quark,1581566926000000000,3590.88
quark,1581566970000000000,3666.71
quark,1581567143000000000,3753.55
quark,1581567273000000000,3659.37
quark,1581567361000000000,3516.28
quark,1581567405000000000,3749.88
quark,1581567450000000000,3632.47
quark,1581567495000000000,3508.94
quark,1581567540000000000,3696.07
quark,1581567585000000000,3641.03
quark,1581567629000000000,3756
quark,1581567717000000000,3639.81
quark,1581567847000000000,3808.59
quark,1581567892000000000,3738.87
quark,1581567937000000000,3681.39
quark,1581567981000000000,3753.55
quark,1581568026000000000,3688.73
quark,1581568071000000000,3817.15
quark,1581568116000000000,3720.53
quark,1581568203000000000,3775.56
quark,1581568248000000000,3637.36
quark,1581568293000000000,3703.4
quark,1581568466000000000,3625.13
quark,1581568511000000000,3711.97
quark,1581568683000000000,3650.81
quark,1581568984000000000,3836.72
quark,1581569029000000000,3715.63
quark,1581569116000000000,3626.35
quark,1581569161000000000,3678.94
quark,1581569419000000000,3563.98
quark,1581569464000000000,3724.2
quark,1581569509000000000,3658.15
quark,1581569596000000000,3730.31
quark,1581569897000000000,3675.27
quark,1581569942000000000,3738.87
quark,1581569987000000000,3681.39
quark,1581570202000000000,3742.54
quark,1581570332000000000,3681.39
quark,1581570377000000000,3614.12
quark,1581570421000000000,3763.33
quark,1581570552000000000,3700.96
quark,1581570596000000000,3769.45
quark,1581570641000000000,3670.38
quark,1581570686000000000,3737.65
quark,1581570904000000000,3735.2
quark,1581570948000000000,3644.7
quark,1581570993000000000,3731.53
quark,1581571294000000000,3674.05
quark,1581571381000000000,3749.88
quark,1581571469000000000,3682.61
quark,1581571641000000000,3742.54
quark,1581571729000000000,3628.8
quark,1581571773000000000,3711.97
quark,1581572415000000000,3647.14
quark,1581572718000000000,3771.9
quark,1581572763000000000,3715.63
quark,1581572807000000000,3793.91
quark,1581572852000000000,3720.53
quark,1581573068000000000,3663.04
quark,1581573112000000000,3539.51
quark,1581573157000000000,3628.8
quark,1581573202000000000,3738.87
quark,1581573460000000000,3791.46
quark,1581573505000000000,3737.65
quark,1581573550000000000,3685.06
quark,1581573767000000000,3678.94
quark,1581573982000000000,3605.56
quark,1581574027000000000,3665.49
quark,1581574115000000000,3727.87
quark,1581574799000000000,3699.73
quark,1581574887000000000,3648.37
quark,1581574931000000000,3704.63
quark,1581575232000000000,3501.6
quark,1581575277000000000,3726.64
quark,1581575492000000000,3675.27
quark,1581575665000000000,3730.31
quark,1581575966000000000,3677.72
quark,1581576181000000000,3752.33
quark,1581576311000000000,3686.28
quark,1581576356000000000,3818.37
quark,1581576401000000000,3720.53
quark,1581576488000000000,3666.71
quark,1581576704000000000,3726.64
quark,1581577218000000000,3674.05
quark,1581577263000000000,3727.87
quark,1581577308000000000,3669.16
quark,1581577352000000000,3724.2
quark,1581577696000000000,3665.49
quark,1581577783000000000,3720.53
quark,1581577828000000000,3780.46
quark,1581577873000000000,3671.6
quark,1581577960000000000,3735.2
quark,1581578005000000000,3661.82
quark,1581578178000000000,3757.22
quark,1581578266000000000,3663.04
quark,1581578310000000000,3738.87
quark,1581578526000000000,3685.06
quark,1581578699000000000,3711.97
quark,1581579298000000000,3780.46
quark,1581579343000000000,3719.3
quark,1581579558000000000,3643.47
quark,1581579648000000000,3757.22
quark,1581579736000000000,3534.62
quark,1581579780000000000,3688.73
quark,1581580423000000000,3793.91
quark,1581580467000000000,3714.41
quark,1581580725000000000,3636.14
quark,1581580770000000000,3707.07
quark,1581580815000000000,3759.66
quark,1581580860000000000,3686.28
quark,1581580905000000000,3742.54
quark,1581580950000000000,3682.61
quark,1581580994000000000,3780.46
quark,1581581039000000000,3665.49
quark,1581581169000000000,3775.56
quark,1581581299000000000,3689.95
quark,1581581430000000000,3784.13
quark,1581581474000000000,3733.98
quark,1581581650000000000,3731.53
quark,1581581825000000000,3722.97
quark,1581581955000000000,3632.47
quark,1581582042000000000,3735.2
quark,1581582130000000000,3681.39
quark,1581582431000000000,3749.88
quark,1581582518000000000,3556.64
quark,1581582563000000000,3798.8
quark,1581582608000000000,3674.05
quark,1581582738000000000,3744.99
quark,1581582825000000000,3685.06
quark,1581582870000000000,3767
quark,1581582958000000000,3692.4
quark,1581583002000000000,3633.69
quark,1581583218000000000,3715.63
quark,1581583263000000000,3786.57
quark,1581583350000000000,3620.24
quark,1581583438000000000,3700.96
quark,1581583482000000000,3753.55
quark,1581583527000000000,3652.04
quark,1581583572000000000,3704.63
quark,1581583702000000000,3782.9
quark,1581583747000000000,3655.7
quark,1581583792000000000,3793.91
quark,1581583837000000000,3681.39
quark,1581583881000000000,3749.88
quark,1581583926000000000,3693.62
quark,1581584014000000000,3786.57
quark,1581584059000000000,3678.94
quark,1581584189000000000,3775.56
quark,1581584276000000000,3692.4
quark,1581584662000000000,3790.24
quark,1581584750000000000,3703.4
quark,1581584882000000000,3693.62
quark,1581584927000000000,3622.68
quark,1581585015000000000,3724.2
quark,1581585102000000000,3659.37
quark,1581585232000000000,3812.26
quark,1581585277000000000,3650.81
quark,1581585322000000000,3813.48
quark,1581585367000000000,3763.33
quark,1581585497000000000,3883.19
quark,1581585542000000000,3671.6
quark,1581585586000000000,3746.21
quark,1581585845000000000,3678.94
quark,1581585975000000000,3787.79
quark,1581586105000000000,3733.98
quark,1581586192000000000,3655.7
quark,1581586365000000000,3710.74
quark,1581586453000000000,3644.7
quark,1581586540000000000,3797.58
quark,1581586585000000000,3686.28
quark,1581586630000000000,3636.14
quark,1581586675000000000,3768.23
quark,1581586848000000000,3675.27
quark,1581586978000000000,3731.53
quark,1581587023000000000,3652.04
quark,1581587112000000000,3688.73
quark,1581587245000000000,3715.63
quark,1581587332000000000,3771.9
quark,1581587377000000000,3714.41
quark,1581587635000000000,3790.24
quark,1581587680000000000,3724.2
quark,1581587853000000000,3630.02
quark,1581587942000000000,3616.57
quark,1581587987000000000,3724.2
quark,1581588118000000000,3616.57
quark,1581588162000000000,3704.63
quark,1581588250000000000,3610.45
quark,1581588380000000000,3682.61
quark,1581588553000000000,3581.1
quark,1581588598000000000,3741.32
quark,1581588643000000000,3686.28
quark,1581588730000000000,3775.56
quark,1581588905000000000,3583.54
quark,1581589080000000000,3686.28
quark,1581589125000000000,3822.04
quark,1581589170000000000,3727.87
quark,1581589300000000000,3802.47
quark,1581589345000000000,3738.87
quark,1581589390000000000,3806.14
quark,1581589434000000000,3652.04
quark,1581589522000000000,3592.11
quark,1581589567000000000,3650.81
quark,1581589654000000000,3737.65
quark,1581589699000000000,3804.92
quark,1581589744000000000,3710.74
quark,1581589831000000000,3020.94
quark,1581590006000000000,3719.3
quark,1581590094000000000,3644.7
quark,1581590139000000000,3724.2
quark,1581590184000000000,3869.74
quark,1581590228000000000,3678.94
quark,1581590316000000000,3753.55
quark,1581590361000000000,3622.68
quark,1581590406000000000,3697.29
quark,1581590450000000000,3756
quark,1581590495000000000,3700.96
quark,1581590839000000000,3787.79
quark,1581590884000000000,3650.81
quark,1581591014000000000,3719.3
quark,1581591059000000000,3663.04
quark,1581591104000000000,3727.87
quark,1581591404000000000,3568.87
quark,1581591449000000000,3769.45
quark,1581591494000000000,3711.97
quark,1581591838000000000,3795.13
quark,1581591882000000000,3655.7
quark,1581591927000000000,3797.58
quark,1581591972000000000,3661.82
quark,1581592017000000000,3764.56
quark,1581592062000000000,3659.37
quark,1581592107000000000,3730.31
quark,1581592237000000000,3822.04
quark,1581592282000000000,3671.6
quark,1581592326000000000,3769.45
quark,1581592414000000000,3693.62
quark,1581592544000000000,3763.33
quark,1581592676000000000,3760.89
quark,1581592721000000000,3692.4
quark,1581592851000000000,3749.88
quark,1581592939000000000,3671.6
quark,1581592984000000000,3875.85
quark,1581593029000000000,3663.04
quark,1581593329000000000,3737.65
quark,1581593374000000000,3666.71
quark,1581593419000000000,3727.87
quark,1581593464000000000,3666.71
quark,1581593850000000000,3787.79
quark,1581593938000000000,3733.98
quark,1581593982000000000,3678.94
quark,1581594070000000000,3621.46
quark,1581594115000000000,3791.46
quark,1581594202000000000,3738.87
quark,1581594290000000000,3688.73
quark,1581594334000000000,3834.27
quark,1581594379000000000,3749.88
quark,1581594424000000000,3700.96
quark,1581594640000000000,3650.81
quark,1581594727000000000,3710.74
quark,1581594815000000000,3927.22
quark,1581594859000000000,3715.63
quark,1581594989000000000,3767
quark,1581595034000000000,3670.38
quark,1581595079000000000,3744.99
quark,1581595252000000000,3689.95
quark,1581595382000000000,3775.56
quark,1581595555000000000,3689.95
quark,1581595600000000000,3753.55
quark,1581595644000000000,3659.37
quark,1581595689000000000,3784.13
quark,1581595734000000000,3639.81
quark,1581595779000000000,3724.2
quark,1581595866000000000,3775.56
quark,1581595954000000000,3719.3
quark,1581595999000000000,3647.14
quark,1581596086000000000,3746.21
quark,1581596216000000000,3669.16
quark,1581596304000000000,3727.87
quark,1581596477000000000,3654.48
quark,1581596564000000000,3719.3
quark,1581596609000000000,3801.25
quark,1581596654000000000,3714.41
quark,1581596741000000000,3648.37
quark,1581596786000000000,3775.56
quark,1581596831000000000,3670.38
quark,1581596876000000000,3787.79
quark,1581596963000000000,3681.39
quark,1581597008000000000,3757.22
quark,1581597053000000000,3670.38
quark,1581597140000000000,3737.65
quark,1581597185000000000,3612.9
quark,1581597272000000000,3720.53
quark,1581597317000000000,3856.29
quark,1581597362000000000,3771.9
quark,1581597407000000000,3707.07
quark,1581597452000000000,3757.22
quark,1581597539000000000,3689.95
quark,1581597584000000000,3786.57
quark,1581597629000000000,3699.73
quark,1581597801000000000,3760.89
quark,1581597891000000000,3757.22
quark,1581597936000000000,3648.37
quark,1581598196000000000,3836.72
quark,1581598241000000000,3621.46
quark,1581598286000000000,3752.33
quark,1581598373000000000,3643.47
quark,1581598418000000000,3763.33
quark,1581598463000000000,3632.47
quark,1581598508000000000,3746.21
quark,1581598894000000000,3610.45
quark,1581598939000000000,3776.79
quark,1581598983000000000,3669.16
quark,1581599071000000000,3771.9
quark,1581599161000000000,3708.3
quark,1581599248000000000,3840.39
quark,1581599293000000000,3647.14
quark,1581599338000000000,3700.96
quark,1581599468000000000,3637.36
quark,1581599598000000000,3693.62
quark,1581599686000000000,3791.46
quark,1581599730000000000,3632.47
quark,1581599818000000000,3688.73
quark,1581599905000000000,3847.72
quark,1581599950000000000,3771.9
quark,1581599995000000000,3641.03
quark,1581600040000000000,3763.33
quark,1581600170000000000,3703.4
quark,1581600215000000000,3852.62
quark,1581600260000000000,3639.81
quark,1581600304000000000,3742.54
quark,1581600434000000000,3628.8
quark,1581600479000000000,3685.06
quark,1581600567000000000,3760.89
quark,1581600612000000000,3697.29
quark,1581600870000000000,3759.66
quark,1581600914000000000,3670.38
quark,1581601471000000000,3737.65
quark,1581601559000000000,3603.11
quark,1581601603000000000,3538.29
quark,1581601648000000000,3643.47
quark,1581601736000000000,3746.21
quark,1581601825000000000,3707.07
quark,1581602043000000000,3677.72
quark,1581602088000000000,3844.06
quark,1581602263000000000,3641.03
quark,1581602307000000000,3636.14
quark,1581602352000000000,3724.2
quark,1581602482000000000,3665.49
quark,1581602612000000000,3737.65
quark,1581602657000000000,3678.94
quark,1581602873000000000,3742.54
quark,1581602960000000000,3639.81
quark,1581603005000000000,3563.98
quark,1581603095000000000,3775.56
quark,1581603140000000000,3675.27
quark,1581603227000000000,3742.54
quark,1581603442000000000,3655.7
quark,1581603530000000000,3576.21
quark,1581603575000000000,3447.79
quark,1581603620000000000,3908.88
quark,1581603664000000000,3699.73
quark,1581603709000000000,3752.33
quark,1581603754000000000,3697.29
quark,1581603884000000000,3780.46
quark,1581603929000000000,3632.47
quark,1581603974000000000,3700.96
quark,1581604104000000000,3759.66
quark,1581604234000000000,3644.7
quark,1581604279000000000,3718.08
quark,1581604323000000000,3775.56
quark,1581604368000000000,3692.4
quark,1581604626000000000,3763.33
quark,1581604714000000000,3704.63
quark,1581604844000000000,3802.47
quark,1581604889000000000,3696.07
quark,1581604978000000000,3652.04
quark,1581605023000000000,3744.99
quark,1581605068000000000,3628.8
quark,1581605113000000000,3742.54
quark,1581605243000000000,3666.71
quark,1581605887000000000,3671.6
quark,1581606145000000000,3724.2
quark,1581606232000000000,3779.23
quark,1581606277000000000,3689.95
quark,1581606322000000000,3773.12
quark,1581606409000000000,3682.61
quark,1581606454000000000,3769.45
quark,1581606499000000000,3665.49
quark,1581606544000000000,3742.54
quark,1581606674000000000,3659.37
quark,1581606761000000000,3764.56
quark,1581606806000000000,3678.94
quark,1581606936000000000,3881.97
quark,1581606981000000000,3707.07
quark,1581607026000000000,3763.33
quark,1581607199000000000,3693.62
quark,1581607372000000000,3749.88
quark,1581607416000000000,3644.7
quark,1581607461000000000,3746.21
quark,1581607549000000000,3663.04
quark,1581607636000000000,3822.04
quark,1581607724000000000,3682.61
quark,1581607768000000000,3748.66
quark,1581607813000000000,3688.73
quark,1581607901000000000,3764.56
quark,1581607945000000000,3681.39
quark,1581608033000000000,3735.2
quark,1581608248000000000,3663.04
quark,1581608379000000000,3735.2
quark,1581608637000000000,3678.94
quark,1581608681000000000,3776.79
quark,1581608726000000000,3677.72
quark,1581608899000000000,3731.53
quark,1581608986000000000,3610.45
quark,1581609031000000000,3735.2
quark,1581609076000000000,3633.69
quark,1581609121000000000,3764.56
quark,1581609166000000000,3677.72
quark,1581609338000000000,3840.39
quark,1581609383000000000,3726.64
quark,1581609428000000000,3658.15
quark,1581609473000000000,3836.72
quark,1581609518000000000,3735.2
quark,1581609650000000000,3791.46
quark,1581609695000000000,3715.63
quark,1581609868000000000,3652.04
quark,1581609913000000000,3719.3
quark,1581610171000000000,3722.97
quark,1581610471000000000,3655.7
quark,1581610559000000000,3719.3
quark,1581610604000000000,3661.82
quark,1581610691000000000,3775.56
quark,1581610736000000000,3704.63
quark,1581610823000000000,3775.56
quark,1581610868000000000,3671.6
quark,1581610956000000000,3735.2
quark,1581611472000000000,3767
quark,1581611517000000000,3697.29
quark,1581612075000000000,3686.28
quark,1581612333000000000,3746.21
quark,1581612421000000000,3678.94
quark,1581612466000000000,3735.2
quark,1581612553000000000,3678.94
quark,1581612598000000000,3760.89
quark,1581612643000000000,3815.93
quark,1581612688000000000,3724.2
quark,1581613159000000000,3666.71
quark,1581613204000000000,3719.3
quark,1581613632000000000,3648.37
quark,1581613677000000000,3738.87
quark,1581613850000000000,3671.6
quark,1581614023000000000,3744.99
quark,1581614068000000000,3722.97
quark,1581614155000000000,3663.04
quark,1581614285000000000,3724.2
quark,1581615226000000000,3787.79
quark,1581615270000000000,3697.29
quark,1581615827000000000,3748.66
quark,1581615872000000000,3688.73
quark,1581616301000000000,3746.21
quark,1581616516000000000,3675.27
quark,1581616731000000000,3726.64
quark,1581617416000000000,3671.6
quark,1581617461000000000,3757.22
quark,1581617505000000000,3704.63
quark,1581617934000000000,3769.45
quark,1581617979000000000,3675.27
quark,1581618066000000000,3744.99
quark,1581618154000000000,4088.67
quark,1581618199000000000,3689.95
quark,1581618585000000000,3756
quark,1581618629000000000,3674.05
quark,1581618717000000000,3749.88
quark,1581619105000000000,3742.54
